,original,ssmtpiaa_sgd,ssmtpiaa_cma,nicer,expert
0,1.0,0.9543674729376188,0.9197376229455477,0.9447452253717369,0.6824461816106137
1,1.0,0.9543168012156774,0.8361748554667766,0.9299796904791712,0.9438621230353245
2,1.0,0.9776594344494244,0.6352189839667131,0.9620314065205271,0.8865494631327072
3,1.0,0.9233017360297584,0.6836303020012252,0.8137072959341997,0.8650590405902315
4,1.0,0.9696782950697388,0.9730643507478979,0.6686076657755065,0.8541982574991577
5,1.0,0.96536057007649,0.8412955992821356,0.6854760291124385,0.6805758246930743
6,1.0,0.9868474310391367,0.8665110232423107,0.928178870424713,0.8716544845589557
7,1.0,0.9660859001373256,0.9602300493976502,0.835086168480562,0.8226458088217234
8,1.0,0.9318762839207961,0.8814050786631294,0.9080799726376135,0.7975955600325807
9,1.0,0.9633477778003683,0.8861727015682871,0.9354403768391011,0.9301748888551261
10,1.0,0.9547545200989044,0.9082939562811511,0.9131651893495114,0.7063076241019525
11,1.0,0.9493455026324003,0.9246903847250835,0.9533696201638233,0.8255142493018646
12,1.0,0.9719448719687477,0.9481745946774239,0.8928945119263818,0.9383445060614415
13,1.0,0.9443665528435322,0.8945555794841464,0.7829848221199903,0.7626678290765151
14,1.0,0.950718976316646,0.957201193420048,0.8878724310776184,0.8198417312116856
15,1.0,0.9675976380683246,0.9129541537285063,0.8817833955801763,0.8598901942909692
16,1.0,0.9379224361229784,0.860413500886558,0.9390756650191743,0.802928866082464
17,1.0,0.9274652225904078,0.8967795520896708,0.8996309620462907,0.928851747802486
18,1.0,0.9564918538769284,0.8849619486419448,0.9143562817898981,0.8708556929748213
19,1.0,0.9660594779804134,0.9599946490110612,0.8935667632814132,0.6431864154431904
20,1.0,0.983251282571444,0.9850972078495058,0.9781350586115355,0.925321718595293
21,1.0,0.9471842594032412,0.8257316447926243,0.6094688175250823,0.7846791294451202
22,1.0,0.9749762774189911,0.9570451323621585,0.9664352727996274,0.9792135090721629
23,1.0,0.7550183844765767,0.9821096215405021,0.9610996396498491,0.9731821200051193
24,1.0,0.9731047950178974,0.8931231504403047,0.42829754877848697,0.7923268105877179
25,1.0,0.9805423309532867,0.974556133410076,0.9406086086181608,0.7572572404015384
26,1.0,0.9550883132125868,0.9499496554784223,0.8827694339074775,0.8835940680887028
27,1.0,0.9523049792678574,0.9349501143757326,0.9459863530016707,0.8415947759279204
28,1.0,0.9731101068541266,0.9165324268587084,0.924750508102111,0.6333585898542476
29,1.0,0.9609813927272066,0.9441658286122018,0.6026286320462851,0.9040376774100284
30,1.0,0.9607051833997896,0.9732119295574363,0.9750173146426744,0.9307087033588978
31,1.0,0.9381718854036314,0.7792922811193957,0.899098630526356,0.615754989356584
32,1.0,0.9675138195461686,0.9116029485684155,0.2200922930794317,0.8220969170554376
33,1.0,0.9457855153993427,0.9218313655588593,0.9099775723172723,0.7872217792322349
34,1.0,0.9516449517725497,0.8502510472290595,0.20860705011191386,0.8068843003621936
35,1.0,0.9865883526970084,0.9837860018977399,0.9625738558276135,0.9416002031186119
36,1.0,0.9934243173914009,0.982950858104259,0.9173444033599439,0.8839043521106479
37,1.0,0.942906973669901,0.816152040292012,0.6659053407292301,0.9198741724668067
38,1.0,0.9829626770758296,0.9830743464146776,0.9838139231219497,0.9451189907786385
39,1.0,0.9789981214076553,0.9656762690601682,0.9390170373172787,0.9761019306400267
40,1.0,0.9569808419999911,0.9293559021696008,0.8564852133639039,0.8639348732612487
41,1.0,0.9710818320138888,0.9241387924807155,0.9236718031727212,0.9806754278183248
42,1.0,0.9444827124721495,0.947050995988369,0.9043021882043324,0.8708772267158343
43,1.0,0.9522148190198081,0.9166647567463965,0.8360513824751566,0.9118016763381392
44,1.0,0.9504391862858991,0.9186680504788184,0.8288726459172827,0.8066220450822584
45,1.0,0.9361145825046826,0.9338167021909567,0.8329153568911886,0.9362030754778635
46,1.0,0.9490580157654955,0.9172207269259056,0.9479299854294901,0.9576250414019077
47,1.0,0.9770916083175777,0.9782921778788628,0.9001720541477415,0.9120228902342946
48,1.0,0.9704680775686917,0.9520011381925088,0.6290490345195345,0.9205077029164842
49,1.0,0.9769692405488367,0.5850504503282233,0.9237575848604855,0.8245210997911173
50,1.0,0.9793055851855911,0.9337030979414983,0.701503769567223,0.7556132672648097
51,1.0,0.9634655686141101,0.8887119833959655,0.9320717648351692,0.9180500692329089
52,1.0,0.9641422550117692,0.9288265954217687,0.67942501013937,0.895117070100295
53,1.0,0.9812382138668981,0.9822352525416225,0.8282761070965773,0.8293451905800886
54,1.0,0.921653575387765,0.8950007372914198,0.8973001519379206,0.8468002608256664
55,1.0,0.9800336134221664,0.8464418155945364,0.5546932231876248,0.779749309894521
56,1.0,0.9724288035058132,0.8864972991006135,0.7924659058933609,0.8195914746845393
57,1.0,0.9672224628329356,0.9650327165906455,0.9506279662794853,0.8992062586088246
58,1.0,0.9808790639515484,0.8999776529669731,0.8064448899193266,0.8746370049200053
59,1.0,0.9691236839892466,0.83601356196094,0.33103900234685973,0.5175159465235527
60,1.0,0.9652898070353736,0.9727489619584326,0.9139467811653498,0.9006778376995154
61,1.0,0.976240988975647,0.9648874993269239,0.9600011372505063,0.8899667672343893
62,1.0,0.9535837249414568,0.9027712923788921,0.9441700038450213,0.9233981664128103
63,1.0,0.9542534024922812,0.9354816524895128,0.8755999616768569,0.8974199781742839
64,1.0,0.9616944504371497,0.9619470035246375,0.5717937543506723,0.9530634296208268
65,1.0,0.9716931058693842,0.9705817718521749,0.7385280408872107,0.7962960173202052
66,1.0,0.9722574619128919,0.9785966311929948,0.40050913493377,0.8138575476127953
67,1.0,0.9302386565977954,0.8958452773849096,0.7555585890021836,0.7934860474371387
68,1.0,0.9604167599908932,0.9315561782674205,0.9349117604336898,0.8189184560429728
69,1.0,0.9586417683210252,0.9346035764306201,0.7186695299511987,0.7648638589322978
70,1.0,0.9721865928853809,0.9042885380487761,0.9582737596805315,0.958248717136794
71,1.0,0.9551926968213333,0.7913793457245211,0.8119546557567062,0.7543417278133585
72,1.0,0.9768671044042226,0.9711199775836,0.8656898189785679,0.8769980983094232
73,1.0,0.9685686973250786,0.8946636236538597,0.8731753720371381,0.6832159209838177
74,1.0,0.9282185837812739,0.904802888882716,0.8265970623696468,0.9434015308005659
75,1.0,0.9441159948951906,0.9437173271899738,0.9489109506571918,0.6970169061154703
76,1.0,0.9533937026599308,0.8905214799564628,0.8089295241898237,0.8641891697320508
77,1.0,0.9853513542139504,0.9435283865960721,0.8511214742533436,0.6063452824756003
78,1.0,0.9653863741921939,0.915624475050298,0.7928786896204136,0.9719706604119419
79,1.0,0.9807016980052509,0.9808740336224818,0.862957881461966,0.9645005391077155
80,1.0,0.9615642809766894,0.7339998853299828,0.9461341384331069,0.8777983624052368
81,1.0,0.9695937040709932,0.9507433483517254,0.8238218257615526,0.9362491105488809
82,1.0,0.9879152504171541,0.9529117250764104,0.8218205031230168,0.8864615236497895
83,1.0,0.9831833445301132,0.921695549504907,0.9008321805057039,0.945761465490393
84,1.0,0.9756479904331576,0.9701083318454948,0.898271088079596,0.8659033128237352
85,1.0,0.9535262601180851,0.9288793195431918,0.9391298984299418,0.9211803534247639
86,1.0,0.9495212901327345,0.8862684897197474,0.8281763013731362,0.6874879177591211
87,1.0,0.959004066589404,0.6676530687570491,0.8933166484157433,0.8502940753602007
88,1.0,0.9762596865337425,0.9665903371852562,0.9383915543934952,0.949278699453821
89,1.0,0.9648802787150602,0.9642253501122154,0.967604945211232,0.6004700068138134
90,1.0,0.9610543706539844,0.9179179087702912,0.6655882219240612,0.5321161265817633
91,1.0,0.9262486365234266,0.8559457392743428,0.7703557108432241,0.7010971932472972
92,1.0,0.9630962703484999,0.9771816388687616,0.9684320959097671,0.8929271698412676
93,1.0,0.9754255404679286,0.9567823695407304,0.7547728245542157,0.6681359144282676
94,1.0,0.9714558028303738,0.9502387208183537,0.9600560201545202,0.6888525158167148
95,1.0,0.9518826594618562,0.8366005480922047,0.8880459269030659,0.7865903774008919
96,1.0,0.9552443898523751,0.9080526207603364,0.9417534837205701,0.9352576529707745
97,1.0,0.9547524707573852,0.9388168615426222,0.7104895818594245,0.9469003764427987
98,1.0,0.9426373099305455,0.906602583254819,0.6060452940582509,0.8817097195709004
99,1.0,0.9611871310223926,0.9535778036039736,0.8670461796727791,0.7236695107176802
100,1.0,0.9412991000887242,0.9057845329927333,0.7974928397912479,0.8557516335394874
101,1.0,0.974307579450728,0.695884947832484,0.9496672130843966,0.9541293915482347
102,1.0,0.971675345432236,0.7792591772943108,0.9515603607672212,0.9079455581118121
103,1.0,0.9520724425687807,0.6691003915151409,0.2941059059314819,0.56227444757508
104,1.0,0.9650052601213757,0.9373805210715348,0.9039834940580219,0.8787485189655341
105,1.0,0.9905491840958515,0.9682649765106605,0.9904824457350795,0.7521786212463804
106,1.0,0.9709671155424734,0.8764681644436795,0.9567845613392528,0.8315716147732899
107,1.0,0.9768549151331737,0.8813046183002485,0.581181046427774,0.9577801551393831
108,1.0,0.9740027015853482,0.8532851277980865,0.7257945572302759,0.9766695865205713
109,1.0,0.9562660315581702,0.8695147252372939,0.9202276282701435,0.6670444374511021
110,1.0,0.9546548889298041,0.81961217007446,0.9235088180686515,0.8708636289391336
111,1.0,0.9687696469052182,0.9703645014367716,0.5691239686291508,0.7287912756518323
112,1.0,0.9363745284448738,0.9573593688097133,0.9342268447230543,0.9083157759881533
113,1.0,0.9757717105348956,0.9767954230081478,0.8985441841106622,0.6426097266476091
114,1.0,0.9052447987418284,0.9048123934630014,0.775728985047588,0.7292410482224717
115,1.0,0.9674364667282619,0.9648007108791412,0.962122494876179,0.8978309629446372
116,1.0,0.9763895871558582,0.9302944479449438,0.8892118262399634,0.9367920231394442
117,1.0,0.9619351515381425,0.9269019308923548,0.7769363157837321,0.85636760872986
118,1.0,0.9595657642714391,0.9513907576465437,0.9188348337022312,0.8631854474722297
119,1.0,0.9673899013125181,0.9668304954138677,0.9224718623433467,0.7813655277590154
120,1.0,0.9719934628384577,0.9660172130322935,0.5988562641263618,0.6590091967420378
121,1.0,0.9831629771905598,0.9648330048344768,0.9089536188311037,0.8445456625318521
122,1.0,0.9542744104473994,0.9016560694339169,0.9003019664671955,0.9747466894950515
123,1.0,0.9693613986847662,0.970635323040293,0.5313405598369113,0.8006662339007616
124,1.0,0.977849953002969,0.8675401714520071,0.7337007135919427,0.8971254228666767
125,1.0,0.9804090166522673,0.9796373544041383,0.9050487797379425,0.7505714140655324
126,1.0,0.9822418298932893,0.9135949747045787,0.9741057684103908,0.6910185025681063
127,1.0,0.9632359162860767,0.9821357223540064,0.9675160035088716,0.8673760345894546
128,1.0,0.9546589037252922,0.3613824291643939,0.8913287231833209,0.7824190180915362
129,1.0,0.9608652599027031,0.9093948989766854,0.9589710444833855,0.6780609705290671
130,1.0,0.9853935826904916,0.986472791816416,0.8642792354143061,0.8733774551943839
131,1.0,0.9823712800485671,0.9155948376396418,0.7765908370933231,0.7256621799501657
132,1.0,0.9348667313749278,0.9018105406469537,0.8669288192861911,0.7390250301069776
133,1.0,0.9418312707472113,0.9189159224651515,0.8360561408289154,0.914533669115324
134,1.0,0.9636873346242739,0.9406603454047667,0.9370587770138021,0.9009809471634583
135,1.0,0.9753745050182353,0.9781423699287645,0.5364130864281985,0.7291105912794033
136,1.0,0.9683243364800546,0.9279649781680569,0.6177438916615543,0.8736416717971537
137,1.0,0.9707767160124644,0.9681018720720002,0.6238036073686318,0.7835686370386034
138,1.0,0.952525002908529,0.8282302388715029,0.9554817466382876,0.8700616125436754
139,1.0,0.9526850078202025,0.9329053887382194,0.7622985724153947,0.6220204540797617
140,1.0,0.9461963131466518,0.9344264252974258,0.9481935133731767,0.7375777635089557
141,1.0,0.9684610589218821,0.9148143737785391,0.8279069486260093,0.918630247875171
142,1.0,0.9737315575150819,0.9690406515153307,0.9375600455698896,0.7468948353146699
143,1.0,0.9728602353683101,0.9774934917025409,0.917123141849435,0.7224677662289745
144,1.0,0.9624519849828456,0.8732445733092674,0.8181400820584933,0.920884779571367
145,1.0,0.9864832054585118,0.9842698895087848,0.9550924116286077,0.9616247647637081
146,1.0,0.9613244045328216,0.9050444854172518,0.8348029616413419,0.9448133343882773
147,1.0,0.9546801051301695,0.9544482655998178,0.6929131199731561,0.7690249106795629
148,1.0,0.9558651134846481,0.9003165745658589,0.6039145219012413,0.9419742784701083
149,1.0,0.9586127979117097,0.9294882703317525,0.9651715475887895,0.9707884708678728
150,1.0,0.9624400258399838,0.9239830002595486,0.635955629602928,0.7742362899041172
151,1.0,0.9757424660996171,0.9621016175264089,0.9747023922066053,0.7722116915439999
152,1.0,0.9665717766237054,0.9199808586588202,0.9050157365567754,0.8656778381102516
153,1.0,0.986536902015987,0.9805096344210176,0.9394059961821591,0.9521080840008592
154,1.0,0.9744846083005027,0.9396849248204915,0.9562175421421375,0.7222215013593262
155,1.0,0.9689298804007705,0.9371801972382353,0.46715283377889333,0.9588882519602376
156,1.0,0.9720794913648821,0.9429192619795962,0.9329448191134345,0.8964325376288885
157,1.0,0.9740886748679287,0.7432883827109801,0.9275901530200205,0.7153429469677777
158,1.0,0.9608221543109998,0.7900106082964125,0.9379943356277826,0.7897809146449366
159,1.0,0.9455910868317989,0.782800069158149,0.8641479147752772,0.9141778433851089
160,1.0,0.9882512123151231,0.9509567779384369,0.978942739997161,0.8962177550154085
161,1.0,0.9107748583791101,0.3704129386279494,0.12729853523132437,0.625387277301372
162,1.0,0.8901930241018308,0.7718012119801579,0.7392563382847914,0.7291260716503846
163,1.0,0.9737266902087175,0.9447972918476171,0.9534667283321308,0.6152275452499307
164,1.0,0.9658553453410983,0.9620235094723261,0.43277465549075017,0.951111659810376
165,1.0,0.8769846169970524,0.8077813800355055,0.8053674983684536,0.8053320877387943
166,1.0,0.9714707786976396,0.9606676147195414,0.9710638619063535,0.9399860805590876
167,1.0,0.9753369318803323,0.8509190987092404,0.7854013781792851,0.8899097946679038
168,1.0,0.9645438169155364,0.9410051182303724,0.9596060463057091,0.7180299713475858
169,1.0,0.9450094010063892,0.9408323723342402,0.938624646536166,0.9463713815580669
170,1.0,0.9889382663852381,0.9151393138051537,0.9533824302510571,0.8203031380198595
171,1.0,0.9517939924300495,0.9564029765194149,0.8772424445668263,0.8382374033911512
172,1.0,0.9594654137860344,0.8062063955206966,0.8282355840130631,0.8670002649373248
173,1.0,0.9873421731931812,0.9618029691538882,0.9816684938204999,0.8452095998244933
174,1.0,0.9719769111528489,0.9242660585465078,0.8022376753983852,0.9473793080893151
175,1.0,0.9893040470351618,0.9585412021734993,0.975607512772264,0.921308387873926
176,1.0,0.9510994359322145,0.9142008341309147,0.8566712512014448,0.7660686929644904
177,1.0,0.9503848256009219,0.9526514339034152,0.724111358166201,0.8568522448325835
178,1.0,0.9610556819390643,0.9665132578487059,0.8653520768058907,0.867494701653107
179,1.0,0.8619028765740863,0.7599454250702257,0.8088702467115988,0.8590431447120208
180,1.0,0.981070362853623,0.9758463581917581,0.8802971560355664,0.8838132351677243
181,1.0,0.9781640485719977,0.9342773135905329,0.6962814001315535,0.8708453007480896
182,1.0,0.9524631548932541,0.8523790946602733,0.9413408146032506,0.9413807498953887
183,1.0,0.9437207783683864,0.7652118935994228,0.8705812437999197,0.5555437354644224
184,1.0,0.963908414956479,0.946182129306029,0.8436949715885599,0.8988233541116651
185,1.0,0.9556403400577852,0.8376396979855794,0.8613324115930091,0.9593139588938723
186,1.0,0.9788837760009277,0.9695340607651776,0.6217508253161297,0.861400284511238
187,1.0,0.9482180849580469,0.9068299028003647,0.8280805136032358,0.7688335192576533
188,1.0,0.9805465289674803,0.9729833304148392,0.8995378060125062,0.7893912418629162
189,1.0,0.935339876383269,0.9172650520036907,0.7860806112973792,0.8147719576175224
190,1.0,0.9812799148644639,0.9635190821708309,0.961025492435032,0.8776321341769967
191,1.0,0.9691320094472559,0.9501865540767982,0.9217926296190987,0.8354866759526999
192,1.0,0.9767368077172748,0.9624240117737054,0.3641174446185924,0.8785924394909316
193,1.0,0.9518195650980674,0.9029116970881729,0.929994441499964,0.7786450657699927
194,1.0,0.9539105653518405,0.9281469700041667,0.9114698508147622,0.8826063346141986
195,1.0,0.9630972378488436,0.8248222178005323,0.8627901685002378,0.7631550905392368
196,1.0,0.9613311004461323,0.9413322121423633,0.9534216828510796,0.906821841357039
197,1.0,0.9516735953658744,0.9502673108462063,0.7756367108231257,0.8834463348799172
198,1.0,0.9686589502907103,0.9484845187564988,0.8639919183692556,0.9059226980879497
199,1.0,0.9600947593857215,0.7979110378882112,0.6378983940350508,0.9234679160747113
200,1.0,0.9615874987599352,0.9698810619892244,0.8786335858844677,0.7574136223333968
201,1.0,0.9298350468399611,0.7599133053833512,0.819681850882247,0.8979793362047163
202,1.0,0.9483396718295579,0.9232945659077586,0.8643596815944008,0.7888123544417341
203,1.0,0.9743888454051323,0.9741397153428263,0.9468817829236101,0.8413421247916664
204,1.0,0.9715043720743651,0.8369661618540726,0.8811714446998845,0.8420187700617404
205,1.0,0.9789948782332579,0.9721288769621275,0.9073068334705444,0.9235417279420887
206,1.0,0.9593306565534193,0.9526747968788777,0.848013673865477,0.8817497995442558
207,1.0,0.9542992239884144,0.8895197571198858,0.7691178283384786,0.7242468240216685
208,1.0,0.9355125298081747,0.8883387774188841,0.8159505676316674,0.8263153205793706
209,1.0,0.9895498238455449,0.8447595406668201,0.9490091888104142,0.6902052262483824
210,1.0,0.9582838156541849,0.8488637102332909,0.8639605459043955,0.8729099028088475
211,1.0,0.9629973721339994,0.8762720125663547,0.8844539028353985,0.7954903181145935
212,1.0,0.9765370241665736,0.9751140547751586,0.9526449986509978,0.9438433366966331
213,1.0,0.990090168913316,0.987048790626076,0.983273370746652,0.7540122727228965
214,1.0,0.9634743344048569,0.8708620988281526,0.9027559158561655,0.8770944896528451
215,1.0,0.9665153712808187,0.9618468616786761,0.9189586060584535,0.8822156991068631
216,1.0,0.9216138924093137,0.6140059747200579,0.754640928750499,0.609784804919311
217,1.0,0.9852972729103583,0.9076080855400172,0.9024118521269213,0.8499742764296209
218,1.0,0.9596582218910944,0.34094139309362564,0.9025697880284117,0.8479979715110105
219,1.0,0.9917669441289051,0.9862010706882544,0.9477588250449918,0.8529700718013092
220,1.0,0.985649859564988,0.5776917699681366,0.9359746314288596,0.9297119017613303
221,1.0,0.9198431738857004,0.9115985562490211,0.9121710698902898,0.8862900585671194
222,1.0,0.9745056736933337,0.9051118618240523,0.9255613051156418,0.8347025139435332
223,1.0,0.9168721696520999,0.8579401293897012,0.7257173126375022,0.8226366251489186
224,1.0,0.974220904467456,0.870357618560051,0.6505631832833073,0.8553188616766679
225,1.0,0.9620673794880487,0.8941225105710079,0.8701162438300701,0.7922201396924221
226,1.0,0.9818045136885333,0.8424980593647788,0.7616894240365278,0.8958753517076449
227,1.0,0.9486412343161253,0.9183710355941983,0.8372196525502806,0.911897552787169
228,1.0,0.9610227774439876,0.8108631077453108,0.8492408293924952,0.8314027100258903
229,1.0,0.9665496207626966,0.9043637159473894,0.9782182227258848,0.7016267467653702
230,1.0,0.9694005645307283,0.9681820526815356,0.9480816851297537,0.6637091383809169
231,1.0,0.9711950497080323,0.9517679421954478,0.8083059364970538,0.8459751113339272
232,1.0,0.9641024141059558,0.6205901238365458,0.9345503633020636,0.7892985231749936
233,1.0,0.9296477434191625,0.8835712555907757,0.798902173332786,0.7770175822238427
234,1.0,0.9828889061045482,0.9593087912070114,0.9232614941467805,0.9252686088281882
235,1.0,0.9816074286371727,0.9681289769272915,0.7605477577116543,0.8037492012703806
236,1.0,0.9744430578229614,0.976524496572475,0.9661143207777214,0.8946021246700417
237,1.0,0.9713033936152442,0.9411775156476434,0.863052194976337,0.9159203278991285
238,1.0,0.9364273518928211,0.8852015946272873,0.8654483899471335,0.9158114806809546
239,1.0,0.9783906777515585,0.9623581661837138,0.8364890392706185,0.8061626623863761
240,1.0,0.9815272864975401,0.9753050901528715,0.9480345527769279,0.9544547839465604
241,1.0,0.6709769855337097,0.9742938343749957,0.9745088308016473,0.8146437490711952
242,1.0,0.9461102503409894,0.9165346559684684,0.8441596345510426,0.7506934009733156
243,1.0,0.9619836802509925,0.9637781875005796,0.927399594349005,0.9406980633701046
244,1.0,0.9823000946380792,0.959716377231406,0.9708479323876742,0.6743916764389072
245,1.0,0.9735852955428396,0.9256589476022336,0.9004235673384325,0.9310034035312066
246,1.0,0.9395783040940434,0.8812720067149403,0.9255562749524969,0.2749039895707737
247,1.0,0.9638081450424242,0.9199685908816742,0.6853717850690625,0.9410847561625605
248,1.0,0.9624447130457265,0.9072356281123222,0.9412409522129442,0.9015744213538426
249,1.0,0.9682786516975298,0.9561409754931084,0.9370328130872857,0.7246787205174545
